,dates,values
0,2010-01-01,27.799999999999997
1,2010-01-02,1313.1
2,2010-01-03,2.0
3,2010-01-04,3.0
4,2010-01-05,4.0
5,2010-01-06,131.7
6,2010-01-07,6.0
7,2010-01-08,7.0
8,2010-01-09,8.0
9,2010-01-10,9.0
10,2010-01-11,10.0
11,2010-01-12,11.0
12,2010-01-13,20.6
13,2010-01-14,35.9
14,2010-01-15,14.0
15,2010-01-16,15.0
16,2010-01-17,90.1
17,2010-01-18,17.0
18,2010-01-19,18.0
19,2010-01-20,19.0
20,2010-01-21,20.0
21,2010-01-22,21.0
22,2010-01-23,22.6
23,2010-01-24,23.0
24,2010-01-25,24.0
25,2010-01-26,25.0
26,2010-01-27,26.0
27,2010-01-28,27.0
28,2010-01-29,28.0
29,2010-01-30,29.0
30,2010-01-31,30.0
31,2010-02-01,83.4
32,2010-02-02,64.2
33,2010-02-03,33.0
34,2010-02-04,104.30000000000001
35,2010-02-05,841.3
36,2010-02-06,1927.6
37,2010-02-07,37.0
38,2010-02-08,38.0
39,2010-02-09,146.7
40,2010-02-10,40.0
41,2010-02-11,118.80000000000001
42,2010-02-12,225.10000000000002
43,2010-02-13,489.3
44,2010-02-14,2254.6
45,2010-02-15,539.0
46,2010-02-16,117.0
47,2010-02-17,47.0
48,2010-02-18,48.0
49,2010-02-19,49.0
50,2010-02-20,50.0
51,2010-02-21,51.0
52,2010-02-22,121.29999999999998
53,2010-02-23,53.0
54,2010-02-24,54.0
55,2010-02-25,55.0
56,2010-02-26,56.0
57,2010-02-27,145.2
58,2010-02-28,206.70000000000002
59,2010-03-01,59.0
60,2010-03-02,60.0
61,2010-03-03,61.0
62,2010-03-04,62.0
63,2010-03-05,332.00000000000006
64,2010-03-06,1851.5000000000002
65,2010-03-07,1583.3
66,2010-03-08,3382.0999999999995
67,2010-03-09,99.3
68,2010-03-10,68.0
69,2010-03-11,69.0
70,2010-03-12,70.0
71,2010-03-13,71.0
72,2010-03-14,72.0
73,2010-03-15,73.0
74,2010-03-16,74.0
75,2010-03-17,75.0
76,2010-03-18,76.0
77,2010-03-19,77.0
78,2010-03-20,78.0
79,2010-03-21,79.0
80,2010-03-22,92.0
81,2010-03-23,81.0
82,2010-03-24,82.0
83,2010-03-25,83.0
84,2010-03-26,84.0
85,2010-03-27,85.0
86,2010-03-28,86.0
87,2010-03-29,477.2
88,2010-03-30,291.09999999999997
89,2010-03-31,442.8
90,2010-04-01,250.1
91,2010-04-02,91.0
92,2010-04-03,92.0
93,2010-04-04,93.0
94,2010-04-05,94.0
95,2010-04-06,95.0
96,2010-04-07,315.59999999999997
97,2010-04-08,145.1
98,2010-04-09,98.0
99,2010-04-10,110.2
100,2010-04-11,575.3
101,2010-04-12,129.5
102,2010-04-13,102.0
103,2010-04-14,103.0
104,2010-04-15,104.0
105,2010-04-16,105.0
106,2010-04-17,106.0
107,2010-04-18,107.0
108,2010-04-19,108.0
109,2010-04-20,109.0
110,2010-04-21,114.9
111,2010-04-22,111.0
112,2010-04-23,112.0
113,2010-04-24,504.9
114,2010-04-25,1581.8
115,2010-04-26,118.9
116,2010-04-27,116.0
117,2010-04-28,117.0
118,2010-04-29,118.0
119,2010-04-30,119.0
120,2010-05-01,120.0
121,2010-05-02,121.0
122,2010-05-03,122.0
123,2010-05-04,127.0
124,2010-05-05,903.0
125,2010-05-06,135.90000000000003
126,2010-05-07,126.0
127,2010-05-08,127.0
128,2010-05-09,128.0
129,2010-05-10,129.0
130,2010-05-11,130.0
131,2010-05-12,131.0
132,2010-05-13,132.0
133,2010-05-14,133.0
134,2010-05-15,134.0
135,2010-05-16,135.0
136,2010-05-17,138.7
137,2010-05-18,137.1
138,2010-05-19,138.0
139,2010-05-20,139.0
140,2010-05-21,140.0
141,2010-05-22,141.0
142,2010-05-23,142.0
143,2010-05-24,145.2
144,2010-05-25,464.40000000000003
145,2010-05-26,910.2
146,2010-05-27,154.4
147,2010-05-28,147.1
148,2010-05-29,1262.2
149,2010-05-30,598.4000000000001
150,2010-05-31,434.09999999999997
151,2010-06-01,151.0
152,2010-06-02,153.6
153,2010-06-03,153.0
154,2010-06-04,154.0
155,2010-06-05,155.0
156,2010-06-06,156.0
157,2010-06-07,157.0
158,2010-06-08,158.0
159,2010-06-09,172.9
160,2010-06-10,375.40000000000003
161,2010-06-11,161.0
162,2010-06-12,162.0
163,2010-06-13,163.0
164,2010-06-14,164.0
165,2010-06-15,165.0
166,2010-06-16,178.8
167,2010-06-17,674.9000000000001
168,2010-06-18,297.70000000000005
169,2010-06-19,173.79999999999998
170,2010-06-20,214.50000000000003
171,2010-06-21,201.7
172,2010-06-22,172.0
173,2010-06-23,173.0
174,2010-06-24,174.0
175,2010-06-25,195.60000000000002
176,2010-06-26,1624.8
177,2010-06-27,192.0
178,2010-06-28,178.0
179,2010-06-29,179.0
180,2010-06-30,180.0
181,2010-07-01,218.70000000000002
182,2010-07-02,182.5
183,2010-07-03,861.0999999999999
184,2010-07-04,186.6
185,2010-07-05,187.3
186,2010-07-06,642.9000000000001
187,2010-07-07,188.9
188,2010-07-08,189.8
189,2010-07-09,189.6
190,2010-07-10,190.0
191,2010-07-11,480.6
192,2010-07-12,192.0
193,2010-07-13,193.0
194,2010-07-14,1743.6
195,2010-07-15,1511.3999999999999
196,2010-07-16,208.20000000000002
197,2010-07-17,207.4
198,2010-07-18,200.8
199,2010-07-19,241.70000000000002
200,2010-07-20,202.1
201,2010-07-21,218.0
202,2010-07-22,205.2
203,2010-07-23,215.2
204,2010-07-24,206.2
205,2010-07-25,209.2
206,2010-07-26,219.7
207,2010-07-27,209.0
208,2010-07-28,233.1
209,2010-07-29,550.0
210,2010-07-30,426.30000000000007
211,2010-07-31,218.3
212,2010-08-01,249.0
213,2010-08-02,1253.2
214,2010-08-03,225.70000000000002
215,2010-08-04,215.0
216,2010-08-05,225.6
217,2010-08-06,225.7
218,2010-08-07,218.0
219,2010-08-08,219.0
220,2010-08-09,220.0
221,2010-08-10,1070.3
222,2010-08-11,1450.9
223,2010-08-12,1640.0000000000002
224,2010-08-13,252.89999999999998
225,2010-08-14,225.0
226,2010-08-15,332.3
227,2010-08-16,660.4
228,2010-08-17,350.20000000000005
229,2010-08-18,236.6
230,2010-08-19,1109.8
231,2010-08-20,318.79999999999995
232,2010-08-21,331.6
233,2010-08-22,421.8
234,2010-08-23,234.0
235,2010-08-24,269.0
236,2010-08-25,349.9
237,2010-08-26,602.3000000000002
238,2010-08-27,631.1
239,2010-08-28,253.2
240,2010-08-29,242.5
241,2010-08-30,241.0
242,2010-08-31,242.0
243,2010-09-01,243.0
244,2010-09-02,310.5
245,2010-09-03,245.0
246,2010-09-04,1857.7999999999997
247,2010-09-05,1740.6000000000001
248,2010-09-06,391.30000000000007
249,2010-09-07,706.0
250,2010-09-08,252.3
251,2010-09-09,254.0
252,2010-09-10,1981.6999999999998
253,2010-09-11,802.9
254,2010-09-12,254.0
255,2010-09-13,265.40000000000003
256,2010-09-14,295.8
257,2010-09-15,1908.3000000000002
258,2010-09-16,273.8
259,2010-09-17,259.0
260,2010-09-18,260.0
261,2010-09-19,261.0
262,2010-09-20,262.0
263,2010-09-21,264.6
264,2010-09-22,264.0
265,2010-09-23,265.0
266,2010-09-24,266.0
267,2010-09-25,267.0
268,2010-09-26,268.0
269,2010-09-27,269.0
270,2010-09-28,270.0
271,2010-09-29,271.9
272,2010-09-30,272.0
273,2010-10-01,273.0
274,2010-10-02,1075.4
275,2010-10-03,304.2
276,2010-10-04,276.0
277,2010-10-05,277.0
278,2010-10-06,278.0
279,2010-10-07,1115.4
280,2010-10-08,280.0
281,2010-10-09,281.0
282,2010-10-10,282.0
283,2010-10-11,283.0
284,2010-10-12,284.4
285,2010-10-13,2071.8
286,2010-10-14,2575.3
287,2010-10-15,1883.5000000000002
288,2010-10-16,4118.900000000001
289,2010-10-17,347.59999999999997
290,2010-10-18,290.0
291,2010-10-19,291.0
292,2010-10-20,292.0
293,2010-10-21,293.0
294,2010-10-22,294.0
295,2010-10-23,297.6
296,2010-10-24,673.0
297,2010-10-25,298.59999999999997
298,2010-10-26,298.0
299,2010-10-27,299.0
300,2010-10-28,300.0
301,2010-10-29,301.0
302,2010-10-30,314.4
303,2010-10-31,6553.1
304,2010-11-01,374.8
305,2010-11-02,599.5999999999999
306,2010-11-03,306.0
307,2010-11-04,307.0
308,2010-11-05,308.0
309,2010-11-06,316.1
310,2010-11-07,310.0
311,2010-11-08,316.3
312,2010-11-09,378.2
313,2010-11-10,313.0
314,2010-11-11,583.8000000000001
315,2010-11-12,315.0
316,2010-11-13,350.9
317,2010-11-14,1260.6000000000001
318,2010-11-15,3486.0
319,2010-11-16,407.50000000000006
320,2010-11-17,320.0
321,2010-11-18,321.0
322,2010-11-19,322.0
323,2010-11-20,323.0
324,2010-11-21,324.0
325,2010-11-22,325.0
326,2010-11-23,326.0
327,2010-11-24,327.0
328,2010-11-25,485.2
329,2010-11-26,455.0
330,2010-11-27,334.4
331,2010-11-28,2241.0
332,2010-11-29,7130.3
333,2010-11-30,3085.9000000000005
334,2010-12-01,3336.5000000000005
335,2010-12-02,989.8
336,2010-12-03,3163.6999999999994
337,2010-12-04,337.0
338,2010-12-05,656.1999999999999
339,2010-12-06,339.0
340,2010-12-07,516.3000000000001
341,2010-12-08,420.3
342,2010-12-09,5436.499999999999
343,2010-12-10,868.7
344,2010-12-11,344.0
345,2010-12-12,345.0
346,2010-12-13,346.0
347,2010-12-14,347.0
348,2010-12-15,356.29999999999995
349,2010-12-16,3122.5
350,2010-12-17,350.0
351,2010-12-18,496.9
352,2010-12-19,2065.7
353,2010-12-20,8924.6
354,2010-12-21,642.0999999999999
355,2010-12-22,355.0
356,2010-12-23,356.0
357,2010-12-24,357.0
358,2010-12-25,358.0
359,2010-12-26,837.6999999999999
360,2010-12-27,360.0
361,2010-12-28,361.0
362,2010-12-29,362.0
363,2010-12-30,363.0
364,2010-12-31,364.0
365,2011-01-01,365.0
366,2011-01-02,546.5000000000001
367,2011-01-03,367.0
368,2011-01-04,368.0
369,2011-01-05,369.0
370,2011-01-06,412.0
371,2011-01-07,371.0
372,2011-01-08,372.0
373,2011-01-09,383.1
374,2011-01-10,724.7
375,2011-01-11,578.0999999999999
376,2011-01-12,1059.5
377,2011-01-13,1368.3
378,2011-01-14,989.6000000000001
379,2011-01-15,1105.0
380,2011-01-16,380.0
381,2011-01-17,381.0
382,2011-01-18,382.0
383,2011-01-19,383.0
384,2011-01-20,384.0
385,2011-01-21,385.0
386,2011-01-22,403.2
387,2011-01-23,2192.7
388,2011-01-24,388.0
389,2011-01-25,389.0
390,2011-01-26,390.0
391,2011-01-27,391.0
392,2011-01-28,392.0
393,2011-01-29,393.0
394,2011-01-30,394.0
395,2011-01-31,395.0
396,2011-02-01,396.0
397,2011-02-02,636.8
398,2011-02-03,6552.7
399,2011-02-04,492.70000000000005
400,2011-02-05,3712.1
401,2011-02-06,1775.1000000000001
402,2011-02-07,474.0
403,2011-02-08,403.0
404,2011-02-09,404.0
405,2011-02-10,405.0
406,2011-02-11,455.4
407,2011-02-12,3055.8000000000006
408,2011-02-13,408.0
409,2011-02-14,409.0
410,2011-02-15,410.0
411,2011-02-16,439.6
412,2011-02-17,3512.8999999999996
413,2011-02-18,459.00000000000006
414,2011-02-19,576.0
415,2011-02-20,1526.0
416,2011-02-21,416.0
417,2011-02-22,417.0
418,2011-02-23,418.0
419,2011-02-24,419.0
420,2011-02-25,420.0
421,2011-02-26,423.2
422,2011-02-27,588.1
423,2011-02-28,439.4
424,2011-03-01,1199.1000000000001
425,2011-03-02,425.0
426,2011-03-03,426.0
427,2011-03-04,427.0
428,2011-03-05,428.0
429,2011-03-06,429.0
430,2011-03-07,430.0
431,2011-03-08,431.0
432,2011-03-09,440.9
433,2011-03-10,1245.3
434,2011-03-11,2657.2999999999993
435,2011-03-12,456.6
436,2011-03-13,436.0
437,2011-03-14,2906.4
438,2011-03-15,465.4
439,2011-03-16,439.0
440,2011-03-17,471.5
441,2011-03-18,441.0
442,2011-03-19,442.0
443,2011-03-20,443.0
444,2011-03-21,469.1
445,2011-03-22,1597.9000000000003
446,2011-03-23,664.4000000000001
447,2011-03-24,762.7
448,2011-03-25,1063.5
449,2011-03-26,449.0
450,2011-03-27,450.0
451,2011-03-28,451.0
452,2011-03-29,452.0
453,2011-03-30,523.3
454,2011-03-31,781.7
455,2011-04-01,455.0
456,2011-04-02,456.0
457,2011-04-03,457.0
458,2011-04-04,458.0
459,2011-04-05,459.0
460,2011-04-06,460.0
461,2011-04-07,461.0
462,2011-04-08,462.0
463,2011-04-09,463.0
464,2011-04-10,1390.4999999999998
465,2011-04-11,712.0
466,2011-04-12,683.2
467,2011-04-13,1040.3
468,2011-04-14,510.1
469,2011-04-15,469.3
470,2011-04-16,525.9
471,2011-04-17,471.0
472,2011-04-18,472.0
473,2011-04-19,473.0
474,2011-04-20,570.1
475,2011-04-21,740.4
476,2011-04-22,478.1
477,2011-04-23,477.0
478,2011-04-24,478.0
479,2011-04-25,479.0
480,2011-04-26,480.0
481,2011-04-27,481.0
482,2011-04-28,482.0
483,2011-04-29,483.0
484,2011-04-30,484.0
485,2011-05-01,485.0
486,2011-05-02,852.3
487,2011-05-03,506.7
488,2011-05-04,529.9
489,2011-05-05,501.70000000000005
490,2011-05-06,490.0
491,2011-05-07,491.0
492,2011-05-08,492.0
493,2011-05-09,493.0
494,2011-05-10,500.3
495,2011-05-11,718.9
496,2011-05-12,695.9000000000001
497,2011-05-13,758.9
498,2011-05-14,564.6999999999999
499,2011-05-15,499.0
500,2011-05-16,500.0
501,2011-05-17,501.0
502,2011-05-18,502.0
503,2011-05-19,503.0
504,2011-05-20,504.0
505,2011-05-21,505.0
506,2011-05-22,506.0
507,2011-05-23,1858.6
508,2011-05-24,918.5
509,2011-05-25,521.6
510,2011-05-26,510.0
511,2011-05-27,511.0
512,2011-05-28,512.0
513,2011-05-29,513.0
514,2011-05-30,514.0
515,2011-05-31,515.0
516,2011-06-01,516.0
517,2011-06-02,517.0
518,2011-06-03,518.0
519,2011-06-04,623.7999999999998
520,2011-06-05,751.9
521,2011-06-06,744.1999999999998
522,2011-06-07,540.7000000000002
523,2011-06-08,819.2
524,2011-06-09,551.5000000000001
525,2011-06-10,525.0
526,2011-06-11,526.0
527,2011-06-12,527.0
528,2011-06-13,528.0
529,2011-06-14,529.0
530,2011-06-15,530.0
531,2011-06-16,531.0
532,2011-06-17,555.6
533,2011-06-18,616.1000000000001
534,2011-06-19,551.6000000000001
535,2011-06-20,644.8
536,2011-06-21,874.7
537,2011-06-22,1282.1
538,2011-06-23,788.6
539,2011-06-24,553.9
540,2011-06-25,561.7999999999998
541,2011-06-26,544.4
542,2011-06-27,543.6
543,2011-06-28,543.0
544,2011-06-29,544.0
545,2011-06-30,545.0
546,2011-07-01,560.6999999999999
547,2011-07-02,561.6999999999999
548,2011-07-03,552.0
549,2011-07-04,1880.5
550,2011-07-05,1009.3000000000001
551,2011-07-06,1023.5000000000002
552,2011-07-07,1173.0
553,2011-07-08,570.5000000000001
554,2011-07-09,674.2
555,2011-07-10,579.3000000000001
556,2011-07-11,629.5
557,2011-07-12,557.0
558,2011-07-13,558.0
559,2011-07-14,653.2
560,2011-07-15,561.7
561,2011-07-16,562.7
562,2011-07-17,577.6
563,2011-07-18,925.2
564,2011-07-19,731.8999999999999
565,2011-07-20,565.0
566,2011-07-21,570.0
567,2011-07-22,567.0
568,2011-07-23,568.0
569,2011-07-24,572.3
570,2011-07-25,1470.3999999999999
571,2011-07-26,1163.0
572,2011-07-27,592.5
573,2011-07-28,576.5
574,2011-07-29,574.0
575,2011-07-30,575.0
576,2011-07-31,644.5
577,2011-08-01,603.0000000000001
578,2011-08-02,579.6
579,2011-08-03,579.0
580,2011-08-04,580.0
581,2011-08-05,581.0
582,2011-08-06,1171.8
583,2011-08-07,1116.1000000000001
584,2011-08-08,1041.3
585,2011-08-09,772.0999999999999
586,2011-08-10,597.8
587,2011-08-11,634.7999999999998
588,2011-08-12,588.0
589,2011-08-13,589.0
590,2011-08-14,590.3
591,2011-08-15,591.0
592,2011-08-16,593.5
593,2011-08-17,828.7
594,2011-08-18,4465.200000000001
595,2011-08-19,1000.3000000000002
596,2011-08-20,602.9
597,2011-08-21,601.8
598,2011-08-22,598.0
599,2011-08-23,599.0
600,2011-08-24,600.0
601,2011-08-25,601.0
602,2011-08-26,602.0
603,2011-08-27,603.0
604,2011-08-28,604.0
605,2011-08-29,605.0
606,2011-08-30,659.7
607,2011-08-31,607.0
608,2011-09-01,608.0
609,2011-09-02,609.0
610,2011-09-03,610.0
611,2011-09-04,611.0
612,2011-09-05,908.6999999999999
613,2011-09-06,813.8000000000002
614,2011-09-07,1624.6999999999998
615,2011-09-08,615.0
616,2011-09-09,618.1
617,2011-09-10,647.2000000000002
618,2011-09-11,622.0000000000001
619,2011-09-12,959.5
620,2011-09-13,620.0
621,2011-09-14,621.0
622,2011-09-15,622.0
623,2011-09-16,623.0
624,2011-09-17,624.0
625,2011-09-18,625.0
626,2011-09-19,626.0
627,2011-09-20,640.9
628,2011-09-21,746.9000000000001
629,2011-09-22,629.0
630,2011-09-23,630.0
631,2011-09-24,631.0
632,2011-09-25,653.7
633,2011-09-26,633.0
634,2011-09-27,634.3
635,2011-09-28,695.3000000000001
636,2011-09-29,1879.6
637,2011-09-30,1334.3
638,2011-10-01,861.0
639,2011-10-02,964.1
640,2011-10-03,847.0
641,2011-10-04,641.0
642,2011-10-05,642.0
643,2011-10-06,771.7
644,2011-10-07,1280.1000000000001
645,2011-10-08,824.6
646,2011-10-09,646.8
647,2011-10-10,816.6
648,2011-10-11,648.0
649,2011-10-12,649.0
650,2011-10-13,650.0
651,2011-10-14,651.0
652,2011-10-15,652.0
653,2011-10-16,653.0
654,2011-10-17,654.0
655,2011-10-18,655.0
656,2011-10-19,656.0
657,2011-10-20,657.0
658,2011-10-21,658.0
659,2011-10-22,659.0
660,2011-10-23,660.0
661,2011-10-24,661.0
662,2011-10-25,1077.2
663,2011-10-26,858.5000000000001
664,2011-10-27,664.0
665,2011-10-28,665.0
666,2011-10-29,931.8999999999999
667,2011-10-30,681.5999999999999
668,2011-10-31,668.0
669,2011-11-01,669.0
670,2011-11-02,670.0
671,2011-11-03,671.0
672,2011-11-04,672.0
673,2011-11-05,673.0
674,2011-11-06,674.0
675,2011-11-07,734.4000000000001
676,2011-11-08,965.7999999999998
677,2011-11-09,1926.7000000000003
678,2011-11-10,2303.9000000000005
679,2011-11-11,743.3999999999999
680,2011-11-12,680.0
681,2011-11-13,681.0
682,2011-11-14,682.0
683,2011-11-15,683.0
684,2011-11-16,684.0
685,2011-11-17,685.0
686,2011-11-18,686.0
687,2011-11-19,687.0
688,2011-11-20,1069.7
689,2011-11-21,1312.1
690,2011-11-22,690.0
691,2011-11-23,1065.7
692,2011-11-24,692.0
693,2011-11-25,2218.6000000000004
694,2011-11-26,6075.799999999999
695,2011-11-27,1285.6
696,2011-11-28,696.0
697,2011-11-29,697.0
698,2011-11-30,2012.5000000000002
699,2011-12-01,1870.9
700,2011-12-02,700.0
701,2011-12-03,701.0
702,2011-12-04,716.0
703,2011-12-05,703.0
704,2011-12-06,704.0
705,2011-12-07,705.0
706,2011-12-08,706.0
707,2011-12-09,707.0
708,2011-12-10,715.8000000000001
709,2011-12-11,988.6
710,2011-12-12,1130.6000000000001
711,2011-12-13,711.0
712,2011-12-14,712.0
713,2011-12-15,713.0
714,2011-12-16,714.0
715,2011-12-17,725.5999999999999
716,2011-12-18,744.8
717,2011-12-19,2569.1000000000004
718,2011-12-20,999.3000000000002
719,2011-12-21,719.0
720,2011-12-22,720.0
721,2011-12-23,1241.5
722,2011-12-24,722.0
723,2011-12-25,1330.6000000000001
724,2011-12-26,1477.9
725,2011-12-27,908.4
726,2011-12-28,726.0
727,2011-12-29,740.3
728,2011-12-30,728.0
729,2011-12-31,729.0
730,2012-01-01,730.0
731,2012-01-02,731.0
732,2012-01-03,733.0
733,2012-01-04,733.0
734,2012-01-05,734.3
735,2012-01-06,735.0
736,2012-01-07,736.0
737,2012-01-08,875.9
738,2012-01-09,882.6999999999999
739,2012-01-10,739.0
740,2012-01-11,740.0
741,2012-01-12,772.4
742,2012-01-13,742.0
743,2012-01-14,743.0
744,2012-01-15,744.0
745,2012-01-16,745.0
746,2012-01-17,770.9
